1,|ADJ⟫CCONJ|,|و ملموسة|
1,|PRON⟫CCONJ|,|و ب ان ه|
1,|ADV⟫CCONJ|,|و بعد|
1,|ADJ⟫ADP|,|من الممكن جدا|
1,|PROPN⟫SCONJ|,|ان كنت|
1,|NUM⟫ADP|,|في 1979|
1,|NUM⟫CCONJ|,|و 6-2|
1,|DET⟫ADP|,|عن اولئك|
1,|ADJ⟫CCONJ⟪ADJ|,|عاجلة و ملموسة|
1,|ADJ⟫CCONJ⟪ADJ⟪NOUN|,|اجراءات عاجلة و ملموسة|
1,|ADJ⟪ADJ|,|الاسلامية الخيرية|
1,|PRON⟪ADJ|,|مدين ل ي|
1,|PROPN⟪ADJ|,|المقيمة في اوروبا و الولايات المتحدة|
1,|ADJ⟪VERB|,|بات قادرا على وضع حد ل عشرين سنة من حياة التشرد في شوارع مدينة لونغ بيتش في ولاية كاليفورنيا|
1,|VERB⟪VERB|,|سقطت قذيفة في مكان تواجد قيادة اركان وحدات وزارة الداخلية و اصابت دبابة|
1,|NOUN⟫AUX|,|يكن من السهل علي ه مواجهة كاميرات التلفزيون و عدسات المصورين|
1,|VERB⟫ADP|,|ل تبلغ ه|
1,|VERB⟪ADV|,|بعد ان استقل احد باصات شركة غريهاوند الشهيرة التي تجوب كل الولايات الاميركية|
1,|VERB⟫PROPN|,|استراليا تقدمت|
1,|NOUN⟪VERB⟪PRON|,|ب ان ه ورث 300 الف دولار|
1,|VERB⟫PRON|,|هو يصعد الباص|
1,|NOUN⟫PART|,|سوى ل 13600 سرير|
1,|.⟪VERB|,|و روى الشرطي في لونغ بيتش ديفيد مارندر ان ها المرة الثانية خلال يومين التي يحاول في ها ستيفن كنت استقلال الباص ل لحصول على الميراث الموعود .|
1,|"⟪PROPN|,|" ان تي في "|
1,|PROPN⟫(|,|( اف ب|
1,|)⟪PROPN|,|اف ب )|
1,|VERB⟫"|,|" الامر يخيف ني بعض الشيء|
1,|"⟪VERB|,|يتقاسم المسؤولون و المواطنون الايرانيون المقيمون في الغرب القلق ب شأن مصير الاطفال الايرانيين الذين ولدوا في الخارج "|
1,|-⟪NUM|,|3 -|
1,|VERB⟫،|,|، روى|
1,|NOUN⟫(|,|( الولايات المتحدة|
1,|:⟪VERB|,|و قال الناطق ب اسم الرئاسة ريغوبيرتو تيغلاو :|
1,|)⟪NOUN|,|الولايات المتحدة )|
1,|.⟪NOUN|,|يكن من السهل علي ه مواجهة كاميرات التلفزيون و عدسات المصورين و هو يصعد الباص .|
1,|-⟪PROPN|,|ايتار -|
1,|)⟪PROPN⟫(|,|( اف ب )|
1,|"⟪PROPN⟪NOUN|,|شبكة التلفزيون الروسية الخاصة " ان تي في "|
1,|)⟪NOUN⟫(|,|( الولايات المتحدة )|
1,|"⟪VERB⟫"|,|" ثمانين مستثمرا ايرانيا كبيرا يقيمون في الولايات المتحدة "|
1,|)⟪PROPN⟫(⟪PROPN|,|موسكو 15-7 ( اف ب )|
1,|PROPN⟫NUM|,|ثلاثين كلم جنوب لوس انجليس|
1,|VERB⟪PROPN|,|الا ان كنت يعاني من اضطرابات عقلية تحول دون تقديم مساعدات جدية ل ه|
1,|.⟪PROPN|,|القدس 15-7 ( اف ب ) - اعتبر متحدث ب اسم رئيس الوزراء الاسرائيلي ايهود باراك في حديث ل لاذاعة الاسرائيلية الرسمية اليوم السبت ان القمة الاسرائيلية الفلسطينية المنعقدة في كامب ديفيد و التي بدات الثلاثاء قد تستغرق اسبوعين .|
2,|ADV⟫NUM|,|15 تموز|
2,|ADV⟪ADJ|,|متشردا بعد اليوم|
2,|PRON⟪PROPN|,|روث شوارتز التي تعمل في منظمة خاصة ب مساعدة المشردين|
2,|NOUN⟪NUM|,|2 - صفر|
2,|PRON⟪PRON|,|ب ان ه ورث 300 الف دولار و ب ان ه بات قادرا على وضع حد ل عشرين سنة من حياة التشرد في شوارع مدينة لونغ بيتش في ولاية كاليفورنيا|
2,|ADV⟪ADV|,|نحو 84 الف شخص بين هم تسعة الاف طفل|
2,|NOUN⟫ADV|,|لم يكن من السهل علي ه مواجهة كاميرات التلفزيون و عدسات المصورين و هو يصعد الباص .|
2,|ADJ⟫NOUN|,|الجانب الفلسطيني مطالب ب تصليب مواقف ه و عدم الخضوع ل لضغوط|
2,|ADJ⟫PRON|,|هي اكبر صفقة في تاريخ الانتقالات السعودية حتى الان و التي استفاد من ها الفريق كثيرا ل تجديد عقود ابرز اللاعبين الاخرين|
2,|ADJ⟫NUM|,|23 الحالي|
2,|ADV⟪PRON|,|ان ه اثناء اقامة الحفل و بناء على خلفية ثأرية|
2,|NOUN⟫PROPN|,|بايبل ( 27 عاما ) احد افراد منتخب بلاد ه في كأس الامم الاوروبية الاخيرة ، لكن ه خاض 130 دقيقة فقط في المباريات الثلاث التي خاضت ها تشيكيا في البطولة ل ان ها خرجت من الدور الاول .|
2,|ADJ⟪PRON|,|ان ك مدين ل ي ب مال|
2,|DET⟪NOUN|,|في غضون ذلك|
2,|NUM⟫NUM|,|650 الفا|
2,|NOUN⟫ADJ|,|الصعب جدا علي نا ك وكالة انباء دولية|
2,|ADV⟪PROPN|,|و رافتر مع ميليغيني|
2,|PROPN⟪PRON|,|و من ها القدس و قضية اللاجئين الفلسطينيين|
2,|NUM⟫DET|,|ال 89|
2,|ADV⟫NOUN|,|هجوم او لا|
2,|PRON⟫NOUN|,|الامر الذي يسمح ل ه ب الوصول الى مراكز استراتيجية في اسرائيل|
2,|NOUN⟪X|,|الايرانييين المهاجرين|
2,|ADJ⟫DET|,|هذا مطلوب خصوصاً اذا كان الهم الحقيقي لدى رئيس مجلس النواب هو الخوف من ضغوط قد تمارس ها واشنطن على العرب ل وقف المقاومة سواء في فلسطين أو في لبنان|
2,|X⟪NOUN|,|في اعداد الشريط وفبركته|
2,|PRON⟫DET|,|عن اولئك الذين نؤمن ب ان هم ضحايا ابرياء ل حصار ظالم|
2,|NUM⟪ADV|,|عقب تعادل هما|
2,|PRON⟫PRON|,|هو الذي اظهر ان الاصوليين الاسلاميين قد يجرون باكستان الى كارثة|
2,|ADV⟫PRON|,|نا مع تقدير نا ل حرص الرئيسين على استمرار التيار الكهربائي في البلاد|
2,|ADJ⟪DET|,|ل هذه المحمية|
2,|X⟫NUM|,|الفي كيلمتر|
2,|ADV⟫DET|,|ذلك بعد ما هدد الرئيس الفلسطيني ياسر عرفات ب الانسحاب من القمة في حال استمر هذا المشروع مطروحا ، حسب مسؤول فلسطيني في غزة|
2,|PRON⟪PRON⟪NOUN|,|27 وزيرا ب من في هم رئيس الوزراء الذي احتفظ ب حقيبة الدفاع ، في حين دخل الحكومة سبعة وزراء جدد بين هم اثنان فقط شغلا منصبين وزاريين سابقاً|
2,|ADV⟪ADJ⟪NOUN|,|المرحلة الممتدة بين عامي 1504 و 1990|
2,|NOUN⟪NUM⟪NOUN|,|و اصابة ثلاثة من رجال الشرطة|
2,|ADV⟫NUM⟪NOUN|,|في هجمات 11 أيلول|
2,|ADV⟪ADV⟪NOUN|,|و القفز من فوق ارتفاعات مختلف و فوق النار|
2,|PRON⟪PROPN⟪NOUN|,|وجود عادل الحرازين شقيق القتيل الذي قام ب اطلاق النار على الجاني ف قتل ه|
2,|NUM⟫DET⟪NOUN|,|الكيانات ال 89|
2,|ADJ⟫DET⟪NOUN|,|كأس أبطال النوادي الآسيوية الـ 21|
2,|ADV⟪PRON⟪NOUN|,|الحزب الاشتراكي الشعبي ابرز حركات المعارضة المؤيدة ل ميلوسيفيتش في مونتينيغرو هو ايضا|
2,|ADV⟪ADJ⟪NOUN⟪NOUN|,|مجلس النواب المنحل منذ حزيران الماضي|
2,|ADV⟫NUM⟪NOUN⟪NOUN|,|على تورط ه في هجمات 11 أيلول|
2,|PRON⟪PRON⟪NOUN⟪NOUN|,|ب زيادة مساحة المناطق السكنية حول المسجد ثلاثة أضعاف ع ما هي الان|
2,|ADV⟫ADV|,|هناك هجوم او لا|
2,|NUM⟪ADJ|,|الخامسة عشرة|
2,|ADJ⟫PROPN|,|اوجين ارنيستا من سيشل ثالثا|
2,|NOUN⟪NOUN⟪NOUN⟪NOUN|,|العراق لدي ه قناعة كاملة ب ان رفع الحصار لن يكون ب قرار من مجلس الامن ما دامت اميركا مهيمنة على هذا المجلس|
2,|PROPN⟪NUM|,|ستين ب المئة من السكان في مونتينيغرو|
2,|CCONJ⟪NOUN|,|في العودة و تقرير المصير ، و|
2,|NOUN⟪PART|,|ف المهم هو التوصل الى اتفاق جيد|
2,|ADV⟫SCONJ|,|ان ثمة ايادي تسعى الى احداث فجوة بين العرض و الطلب و التسبب في هبوط اسعار النفط م ما يلحق ضررا لا يمكن اصلاح ه ب الدول المنتجة|
2,|ADJ⟫SCONJ|,|ان مخيمات الفتوة الستة موزعة على جميع انحاء قطاع غزة جغرافيا|
2,|PART⟪NOUN|,|و ل ذا ف ان " التدخل التركي في مسألة قلعة أجياد لا|
2,|X⟫ADP|,|الى الايرانييين المهاجرين|
2,|NOUN⟪CCONJ|,|و ب الفعل|
2,|ADV⟫PART|,|انما ضمن اطار لا يسمح ب الاحاديث الخاصة نظرا ل وجود عشرة اشخاص تقريبا حول المائدة|
2,|PRON⟪PART|,|ايا ه|
2,|DET⟫SCONJ|,|ان هؤلاء|
2,|NOUN⟪CCONJ⟪NOUN|,|على " الحاجة الى حشد كافة الجهود ، و تنسيق المواقف و لم الشمل|
2,|CCONJ⟪NOUN⟪CCONJ⟪NOUN|,|على " الحاجة الى حشد كافة الجهود ، و تنسيق المواقف و لم الشمل و|
2,|NOUN⟪CCONJ⟪NOUN⟪CCONJ⟪NOUN|,|على " الحاجة الى حشد كافة الجهود ، و تنسيق المواقف و لم الشمل و إعادة اللحمة الى الصف العربي|
2,|ADJ⟫AUX|,|تكون طويلة|
2,|NUM⟪VERB|,|و كانت استراليا تقدمت 2 - صفر|
2,|VERB⟫PART|,|ف ليس هناك اي مشكلة ل تمديد المباحثات مدة ثلاثة او اربعة ايام اضافية في حال لم يتم التوصل الى اي اتفاق خلال وجود الرئيس كلينتون في اليابان .|
2,|VERB⟪ADJ|,|من الممكن جدا ان يحصل هجوم لو لم نبدا ب قصف هم|
2,|VERB⟫NUM|,|1 - ورد في المقال : " و لكن وزير الاقتصاد آنذاك وزير مال نا اليوم نقل سوريا في سبع سنين الى دولة عملاقة في الانتاج الاستراتيجي الراسخ الاقدام " ،|
2,|AUX⟪VERB|,|و قال ديورو ستكوفيتش " ان|
2,|PRON⟫AUX|,|ان ها مفاجأة ب الفعل|
2,|VERB⟫DET|,|الى ذلك قتل ثلاثة اسلاميين مسلحين الخميس في عملية ل قوات الامن في الشلف ( 200 كلم الى غرب العاصمة ) و في البويرة ( 120 كلم الى شرق العاصمة ) ب حسب الصحف .|
2,|AUX⟪NOUN|,|و لكن اعادة الهيكلة س|
2,|VERB⟫X|,|قاد زار ها رسميا الملك المغربي محمد السادس و الرئيس الجزائري بوتفليقة الذي اكد خلال زيارت ه على حق الشعب الصحراوي في تقرير مصير ه|
2,|DET⟪VERB|,|و أدى ذلك|
2,|ADV⟫AUX|,|كانوا في داخل ها|
2,|PART⟪VERB|,|ليس هناك اي مشكلة ل تمديد المباحثات مدة ثلاثة او اربعة ايام اضافية في حال لم يتم التوصل الى اي اتفاق خلال وجود الرئيس كلينتون في اليابان . ف المهم هو التوصل الى اتفاق جيد|
2,|PROPN⟫AUX|,|كانت اسرائيل جادة|
2,|NOUN⟪AUX|,|ان هدف ه الاسطوري في مرمى منتخب بلجيكا في الدور الاول من نهائيات مونديال 1994 في الولايات المتحدة|
2,|X⟪VERB|,|لن يبلغ الفي كيلمتر|
2,|VERB⟫VERB|,|ب ما ان المناسبة تستحق العناء اشترى سروالا ازرق و حذاء جديدين و معطفا خفيفا ل يبدا ب ها حيات ه الجديدة|
2,|AUX⟪ADV|,|من دون ان|
2,|VERB⟪AUX|,|س تبقى|
2,|AUX⟫ADP|,|ل ان|
2,|AUX⟫CCONJ|,|و ان|
2,|NOUN⟪VERB⟪NOUN|,|ان حادث اطلاق النار الذي وقع مساء الجمعة خلال حفل الزفاف الجماعي الذي نظم في احدى مدارس عمان قد اسفر عن مقتل شخصين و اصابة ثلاثة من رجال الشرطة|
2,|ADJ⟫AUX⟫AUX|,|س يكون اولى خطوات ه في عالم سباقات الفورمولا واحد|
2,|VERB⟫PART⟫CCONJ|,|ف ل طالما كان لبنان يستقبل|
2,|NOUN⟪VERB⟪PRON⟪NOUN|,|على جماعة " ابو سياف " التي تحتجز رهائن ، بين ها أميركيان منذ حزيران الماضي|
2,|NOUN⟪AUX⟪VERB|,|و اضاف " ان المشكلة الوحيدة هي ان بعض البلدان ، مثل السنغال|
2,|NOUN⟪VERB⟪VERB|,|يمكن ان يطاول غالبية بلدان المنطقة و من ها اسرائيل|
2,|NOUN⟪NUM⟪VERB|,|و كانت استراليا تقدمت 2 - صفر في اليوم الاول الذي خصص ل منافسات الفردي|
2,|ADV⟪VERB⟪PRON|,|التي اعتمد ها مسؤولو الاجهزة الامنية الاميركية خلال تحريات هم عن الضالعين في هجمات 11 ايلول|
2,|VERB⟫X⟪VERB|,|و قال رئيس مجلس الإدارة الكابتن صبري سعد عبد الله لـ " الحياة " إن الشركة الجديدة س تحمل اسم " الخطوط الجوية الأفريقية " و س يرمز إلي ها ب العربية و الإنجليزية ب كلمة الـ " أفريقية " ، على أن تشارك في ها رساميل عربية و دولية ، و على أن تنفذ خطة توسع تقوم على إقامة تحالفات و شراء شركات طيران في عدد كبير من الدول الأفريقية|
2,|VERB⟫DET⟫CCONJ|,|و ذلك فيما يزور رئيس الوزراء التركي بولنت أجاويد واشنطن ل لبحث في هذه المسألة إلى قضايا أخرى|
2,|VERB⟪ADJ⟪VERB|,|و تم اكتشاف اول منزل اقامت في ه عائلة باخ|
2,|PRON⟪VERB⟪VERB|,|ما عثرت علي ه شقيقت ه بعد عناء طويل ل تبلغ ه ب ان ه ورث 300 الف دولار و ب ان ه بات قادرا على وضع حد ل عشرين سنة من حياة التشرد في شوارع مدينة لونغ بيتش في ولاية كاليفورنيا|
2,|VERB⟪NOUN⟪VERB|,|ان " عناصر الجيش الشعبي احتلوا مدنا ب ما في ها قوقريال كما دمروا جسرا يسمح ب نقل المساعدات عن طريق سكك الحديد ب هدف تجويع سكان المنطقة|
2,|ADV⟪VERB⟪NOUN|,|ان مواجهات وقعت عصر اليوم السبت في درسدن ( شرق ) بين حوالى 300 ناشط من النازيين الجدد كانوا يتظاهرون في وسط المدينة و بين حوالى 200 متظاهر من اليسار المتطرف|
2,|VERB⟫VERB⟫CCONJ|,|و ب ما ان المناسبة تستحق العناء اشترى سروالا ازرق و حذاء جديدين و معطفا خفيفا ل يبدا ب ها حيات ه الجديدة|
2,|VERB⟪AUX⟪VERB|,|لا يعود في ها في الامكان ان تتعايش مع دويلات و جيوش خاصة|
2,|VERB⟪ADJ⟪NOUN|,|ان 21 منزلا احترقت و ان ثلاثة اخرى لحقت ب ها اضرار|
2,|NOUN⟪DET⟪VERB|,|و أدى ذلك الى سقوط 22 قتيلاً و أكثر من 30 جريحاً|
2,|ADJ⟫AUX⟫SCONJ|,|ان تكون طويلة|
2,|ADJ⟫AUX⟫ADV|,|لن اكون متشردا بعد اليوم|
2,|ADJ⟫AUX⟪PRON|,|الذي كان موجودا في مطار خان قلعة|
2,|NOUN⟪VERB⟪NOUN⟪VERB|,|افادت حصيلة نهائية رسمية اليوم ان حادث اطلاق النار الذي وقع مساء الجمعة خلال حفل الزفاف الجماعي الذي نظم في احدى مدارس عمان قد اسفر عن مقتل شخصين و اصابة ثلاثة من رجال الشرطة|
2,|VERB⟪NOUN⟪AUX⟪VERB|,|و اضاف " ان المشكلة الوحيدة هي ان بعض البلدان ، مثل السنغال تريد الذهاب بعيدا جدا بينما يفضل البعض الاخر الانتظار حتى تتضح الرؤية جيدا|
2,|NOUN⟪VERB⟪PRON⟪NOUN⟪NOUN|,|تكريم ل رئيس الوزراء الصيني زو رونجي الذي بدأ الاحد زيارة رسمية ل لهند هي الاولى ل مسؤول صيني رفيع المستوى منذ عقد|
2,|ADV⟪VERB⟪PRON⟪NOUN|,|من الأساليب العنيفة التي اعتمد ها مسؤولو الاجهزة الامنية الاميركية خلال تحريات هم عن الضالعين في هجمات 11 ايلول|
2,|VERB⟫ADJ|,|اكثر من مليوني ايراني غالبيت هم من الكوادر المتخصصة و خريجي جامعات اوروبية و اميركية ، غادروا ايران اثناء الثورة الاسلامية .|
2,|VERB⟪PRON⟪NOUN|,|حفلات الزفاف الجماعي التي تنظم ها الجمعية منذ 1995|
2,|VERB⟪PROPN⟪VERB|,|و اضاف ان ايلاهي شريفيبور احدى الناشطات الايرانيات في منظمة " هيومان رايتس ووتش " الاميركية المدافعة عن حقوق الانسان شاركت ايضا في اعداد الشريط وفبركته و بث ه|
2,|VERB⟪PRON⟪VERB|,|ان " العراق لا يثق في مجلس الامن . ان نا نرا ه مجلسا ل لحرب و ب شكل خاص ضد دول العالم الثالث|
2,|VERB⟪NOUN⟪NOUN|,|زيارة معابد في ها تعود الى ما بين القرنين السابع و الثالث قبل المسيح|
2,|VERB⟪VERB⟪VERB|,|و استعد الشباب ل لبطولة من خلال معسكر في مدينة تبول ( شمال السعودية ) التي اختار ها المسؤولون في ه ل تقارب مناخ ها مع مناخ العاصمة الاردنية عمان ، و لعب مباراة ودية مع فريق الوطني ، احد اندية الدرجة الثانية ، و فاز في ها 4-1|
2,|VERB⟪VERB⟪PRON|,|ل أن ه س تثور " تساؤلات خطيرة " إذا شملت العراق من دون أدلة على تورط ه في هجمات 11 أيلول|
2,|VERB⟪PRON⟪NOUN⟪VERB|,|تشهد ه حفلات الزفاف الجماعي التي تنظم ها الجمعية منذ 1995|
2,|VERB⟪PRON⟪NOUN⟪NOUN|,|عن اجراء اول اختبار ل هذا الصاروخ الذي يمكن ان يطاول غالبية بلدان المنطقة و من ها اسرائيل|
2,|:⟪NOUN|,|بعض المواضيع المتوقعة ل ليوم السبت :|
2,|/⟪ADV|,|من 15 تموز /|
2,|،⟪PROPN|,|ايرفاين ،|
2,|/⟪NUM|,|11 /|
2,|،⟪PRON|,|ان ه اثناء اقامة الحفل و بناء على خلفية ثأرية ،|
2,|)⟪NUM|,|3-7 )|
2,|NUM⟫(|,|( 3-7|
2,|ADJ⟫"|,|" مجموعة اللصوص كانت موجودة على مقربة من قيادة الاركان|
2,|PROPN⟫-|,|- و ص ف -|
2,|NUM⟫/|,|/ 8|
2,|،⟪ADV|,|و ب حسب بالتيانسكي ،|
2,|PROPN⟫:|,|: علي أبو الراغب .|
2,|"⟪ADJ|,|الجانب الفلسطيني مطالب ب تصليب مواقف ه و عدم الخضوع ل لضغوط "|
2,|،⟪NUM|,|22 ،|
2,|NOUN⟫،|,|، ب الامكان ابراز الانتقادات عبر طرح سؤال او سؤالين على اربعة او خمسة اشخاص شاهدو ه لدى خروج هم من القاعة ، ثم طرح السؤال على ناقد سينمائي او اثنين ل يعطوا راي هم في الفيلم .|
2,|-⟪NOUN|,|الى ان اندلاع الحرائق في الغابات -|
2,|NOUN⟫*|,|* الصغار|
2,|،⟪ADJ|,|و س تكونون خير سلف ل خير خلف ،|
2,|ADJ⟫(|,|( 12 ذهبية و 6 فضية و 8 برونزية|
2,|"⟪PRON|,|علي ك ا لا تنسى ان ك مدين ل ي ب مال "|
2,|؟⟪VERB|,|و ل ما لا تطرح اسئلة على نور الشريف نفس ه ل يكون الموضوع متكاملا ؟|
2,|PRON⟫"|,|" علي ك ا لا تنسى ان ك مدين ل ي ب مال|
2,|)⟪ADJ|,|12 ذهبية و 6 فضية و 8 برونزية )|
2,|.⟪ADJ|,|مجموعة اللصوص كانت موجودة على مقربة من قيادة الاركان .|
2,|ADV⟫"|,|" ثمة اضرار وقعت|
2,|NOUN⟫-|,|- ان البنزين الخالي من الرصاص يوفر المستوى عين ه من الطاقة و الاداء الذي يوفر ه البنزين المحتوي على الرصاص ، غير ان اداء السيارات القديمة س يعتمد على جودة صيانت ها|
2,|:⟪PROPN|,|نيقوسيا 15-7 :|
2,|ADJ⟫/|,|/ 11 الحالي|
2,|.⟪PRON|,|ان ها مفاجأة ب الفعل .|
2,|.⟪ADV|,|غير ان الشرطة عادت و القت القبض على عادل الذي احيل الى المدعي العام .|
2,|%⟪NUM|,|الى 33 %|
2,|"⟪ADV|,|بعد ثوان "|
2,|VERB⟫>|,|> ب التعاون مع اللجنة الثقافية في جمعية خريجي الجامعة الاميركية في بيروت ، دعا يوسف الاشقر الى توقيع كتاب ه الجديد " عولمة الرعب " من الساعة 6.00 مساء حتى الساعة 9.00 ليل الاثنين 21 كانون الثاني في نادي الجمعية ، شارع عبد العزيز|
2,|/⟪NOUN|,|من 8 الى 10 كانون الاول /|
2,|(⟪VERB|,|" الامر يخيف ني بعض الشيء (|
2,|؟⟪NOUN|,|ف كيف يكون الامر ب النسبة الى عقدة الجباية ، أو الى عقدة تأمين المال اللازم ل لفيول ؟|
2,|VERB⟫*|,|* نعى رئيس مجلس النواب نبيه بري و اعضاء المجلس النائب السابق غانم ، و يصلى ل راحة نفس ه الساعة الثانية بعد ظهر اليوم في كنيسة المخلص في بلدت ه حمانا .|
2,|ADV⟫(|,|( وسط|
2,|VERB⟫-|,|- حضر ه ياسر عرفات|
2,|:⟪ADV|,|هنا لائحة ب اعضاء الحكومة الاردنية الجديدة ب رئاسة علي أبو الراغب :|
2,|)⟪ADV|,|وسط )|
2,|(⟪NOUN|,|و الرئيس (|
2,|VERB⟫(|,|( و تبنت منظمة مجاهدي خلق المعارضة ل لنظام الايراني في اتصال هاتفي مع وكالة فرانس برس في نيقوسيا هذه الانفجارات|
2,|ADJ⟫-|,|- أميركية|
2,|PROPN⟪/⟪ADV|,|من 15 تموز / يوليو|
2,|)⟪NUM⟫(|,|( 3-7 )|
2,|/⟪NUM⟫/|,|/ 8 /|
2,|PROPN⟫-⟫NUM|,|1 - نيوجيرزي نتس 24-11|
2,|PROPN⟫:⟫NOUN|,|رئيس الوزراء وزير الدفاع : علي أبو الراغب .|
2,|NOUN⟪،⟪VERB|,|عقد الرئيس الاميركي بيل كلينتون و رئيس الوزراء الاسرائيلي ايهود باراك و الرئيس الفلسطيني ياسر عرفات مساء الجمعة اجتماع عمل ثلاثيا هو الثاني منذ بدء قمة كامب ديفيد ، حسب ما اعلن مسؤول في البيت الابيض اليوم السبت|
2,|NUM⟫/⟫NUM|,|13 / 8|
2,|"⟪VERB⟪VERB|,|و اضافت كيلي البالغة من العمر 47 عاما " نريد العيش ب بساطة و دراسة اللغة العربية ان امكن ل نكون اصوات معبرة عن اولئك الذين نؤمن ب ان هم ضحايا ابرياء ل حصار ظالم "|
2,|VERB⟪،⟪VERB|,|و شدد عرفات على " الحاجة الى حشد كافة الجهود ، و تنسيق المواقف و لم الشمل و إعادة اللحمة الى الصف العربي ، ل يعود اكثر قوة و صلابة في مواجهة التحديات المقبلة|
2,|:⟪NOUN⟫*|,|* الصغار :|
2,|NUM⟪،⟪NUM|,|22 ، 15|
2,|.⟪"⟪VERB|,|و قال رئيس التحالف الليبرالي ميروسلاف فيكوفيتش ل وكالة فرانس برس " ان الاستقلال ل مونتنينغرو هو الوسيلة الوحيدة ل تحسين الوضع المعيشي " .|
2,|"⟪ADJ⟫"|,|" الجانب الفلسطيني مطالب ب تصليب مواقف ه و عدم الخضوع ل لضغوط "|
2,|)⟪ADJ⟫(|,|( 12 ذهبية و 6 فضية و 8 برونزية )|
2,|NOUN⟪-⟪NOUN|,|ارض - ارض|
2,|VERB⟪،⟪PRON|,|ان ه اثناء اقامة الحفل و بناء على خلفية ثأرية ، اقدم خالد الكحلوت ( 22 عاما ) ب اطلاق النار على سعيد الحرازين ( 30 عاما )|
2,|NUM⟫(⟫PROPN|,|حسين باقر ( 6|
2,|ADJ⟫/⟫NUM|,|6 / 11 الحالي|
2,|PROPN⟪،⟪PROPN|,|و تونس 17-18 ، و الاردن 25-26 على التوالي|
2,|NOUN⟪،⟪NOUN|,|دعوات ها الى الايرانييين المهاجرين ل لعودة الى ايران ، و خصوصا المتمولين من هم الذين يعيشون في المنفى في اوروبا و الولايات المتحدة منذ قيام الثورة الاسلامية في 1979|
