"وَصَفَ لَهُ جَمِيعَ مَا وَرَدَ فِي الشَّرِيعَةِ مِنْ وَصْفِ العَالَمِ الإِلَهِيِّ، وَالْجَنَّةِ وَالنَّارِ وَالبَعْثِ وَالنُّشُورِ وَالْحَشْرِ وَالْحِسَابِ وَالْمِيزَانِ وَالصِّرَاطِ","VRB PRT+NOM NOM NOM PRT+VRB PRT NOM PRT VRB NOM NOM PNX PRT+NOM PRT+NOM PRT+NOM PRT+NOM PRT+NOM PRT+NOM PRT+NOM PRT+NOM"
"الْجُمْهورِيَّةُ العِراقِيَّةُ» عَاصِمَتُهَا بَغْدَاد. يَقَعُ العِراقُ فِي غَرْبِ آسِيَا بَيْنَ سُورِيَةَ وَالسُّعُودِيَّةِ وَالْكُوَيتِ وَإيرانَ وَتُرْكِيَا وَالأُرْدُن","NOM NOM PNX NOM+NOM PROP PNX VRB PROP PRT NOM PROP NOM PROP PRT+NOM PRT+PROP PRT+PROP PRT+PROP PRT+PROP"
"تُطْلَقُ كَلِمَةُ الحايِكِ عَلى لِباسِ الْمَرْأَةِ بِالْمَغْرِبِ وَهُوَ مُكَوَّنٌ مِنْ قِطْعَةِ ثَوْبٍ تَرْتَديهِ الْمَرْأَةُ، يَسْتُرُ رَأْسَها وَوَجْهَها وَكامِلَ جَسَدِه","VRB NOM PROP PRT NOM NOM PRT+PROP PRT+NOM NOM PRT NOM NOM VRB+NOM NOM PNX VRB NOM+NOM PRT+NOM+NOM PRT+PROP NOM+NOM"
"تُؤَكِّدُ الأُمَمُ الْمُتَّحِدَةُ رَسْمِيّاً القَضَاءَ السَّرِيعَ عَلَى التَّمْيِيزِ العُنْصُرِيِّ فِي جَمِيعِ أَنْحَاءِ العَالَمِ بِكَافَّةِ أَشْكَالِهِ وَمَظَاهِرِهِ","VRB NOM NOM NOM NOM NOM PRT NOM NOM PRT NOM NOM NOM PRT+NOM+NOM NOM+NOM PRT+NOM+NOM"
"حَضَرَ اللاَّعِبُونَ لَيْسَ الْحَكَمَ» فَالْمُسْتَثْنَى بَعْدَهَا يَجِبُ نَصْبُهُ لِأَنَّهُ خَبَرُهَا، وَاسْمُهَا ضَمِيرٌ مُسْتَتِرٌ يَعُودُ عَلَى الْمُسْتَثْنَى مِنْه","VRB NOM VRB NOM PNX PRT+NOM NOM+NOM VRB VRB+NOM PRT+PRT+NOM NOM+NOM PNX PRT+NOM+NOM NOM PROP VRB PRT NOM PRT+NOM"
"والحُروفُ قِسْمانِ: حُروفٌ عامِلَةٌ: وَهِيَ ما أَحْدَثَتْ إِعْراباً وَتَغْيِيراً في غَيْرِها مِنَ الكَلِماتِ بِحُروفِ الجَرِّ والنَّصْبِ والجَزْم","PRT+NOM NOM PNX NOM NOM PNX PRT+NOM NOM VRB NOM PRT+NOM PRT NOM+NOM PRT NOM PRT+NOM NOM PRT+NOM PRT+NOM"
"الْمُحَافَظَةُ تَقْسِيمٌ إِدَارِيٌّ فِي بَعْضِ البُلْدَانِ العَرَبِيَّةِ، الوِلاَيَةُ، الإِقْلِيمُ، يَتَوَلَّى إِدَارَتَهَا الْمُحَافِظُ، أَيِ الوَالِ","NOM NOM NOM PRT PRT+NOM NOM NOM PNX NOM PNX NOM PNX VRB NOM+NOM NOM PNX NOM PROP"
"الْمَحْسُوبِيَّةُ مِنْ عَنَاصِرِ الفَسَادِ تَجْعَلُ الْحَسَبَ وَالنَّسَبَ فِي الْمَقَامِ الأَوَّلِ وَنَيْلَ الْحُظْوَةِ وَالتَّرْقِيَةِ بَدَلاً مِنَ العَمَلِ","NOM PRT NOM NOM VRB NOM PRT+NOM PRT NOM NOM PRT+NOM NOM PRT+NOM NOM PRT NOM"
"التَّوْريَةُ فِي البَدِيعِ، الإتْيَانُ بِلَفْظٍ لَهُ مَعْنَيان، مَعْنىً قَرِيبٌ ظَاهِرٌ غَيْرُ مَقْصُودٍ، وَمَعْنىً بَعِيدٌ خَفِيٌّ هُوَ المقْصُود","NOM PRT PROP PNX NOM PRT+NOM PRT+NOM NOM PNX NOM NOM PROP NOM NOM PNX PRT+NOM NOM NOM NOM NOM"
"تَوَالَتِ الاحْتِجَاجَاتُ مِنْ مُخْتَلِفِ الْمَحَافِلِ الدَّوْلِيَّةِ عَلَى الْمُمَارَسَاتِ الصِّهْيُونِيَّةِ بِالأَرَاضِي الفِلَسْطِينِيَّةِ الْمُحْتَلَّةِ","VRB NOM PRT NOM NOM NOM PRT NOM NOM PRT+NOM NOM NOM"
"لِكُلِّ إِنْسَانٍ حَقُّ التَّمَتُّعِ بِكَافَّةِ الْحُقُوقِ وَالْحُرِّيَّاتِ دُونَمَا تَمْيِيزٍ مِنْ أَيِّ نَوْعٍ، وَلاَ سِيَّمَا التَّمْيِيزُ بِسَبَبِ الْعُنْصُرِ","PRT+NOM NOM NOM NOM PRT+NOM+NOM NOM PRT+NOM NOM NOM PRT NOM NOM PNX PRT+PRT NOM NOM PRT+NOM NOM"
"قَدْ» اِسْمُ فِعْلٍ مَبْنِيٌّ، وَالنُّونُ لِلْوِقَايَةِ وَالْيَاءُ ضَمِيرٌ مُتَّصِلٌ مَبْنِيٌّ عَلَى السُّكُونِ فِي مَحَلِّ نَصْبٍ عَلَى أَنَّهُ مَفْعُولٌ بِه","PRT PNX NOM NOM NOM PNX PRT+NOM PRT+NOM PRT+NOM NOM NOM NOM PRT NOM PRT NOM NOM PRT PRT+NOM NOM PRT+NOM"
"الإِنْجِيلُ يَقُولُ: لَيْسَ بِالْخُبْزِ وَحْدَهُ يَحْيَى الإِنْسَانُ، ثَمَّ الْكَلْبُ يَجِدُ لُقْمَتَهُ أَيْضاً لَكِنَّهُ يَجِدُهَا فِي الْفَضَلاَتِ","NOM VRB PNX VRB PRT+NOM NOM+NOM PROP NOM PNX NOM NOM VRB PRT+NOM+NOM NOM PRT+NOM VRB+NOM PRT NOM"
"مَا كَانَ قَرِيباً مِنْ أَنْ يَكُونَ صِرْفاً خَالِصاً لاَ شَائِبَةَ فِيهِ فَهُوَ بَعِيدٌ عَنِ الْفَسَادِ جِدّاً مِثْلُ الذَّهَبِ وَالْيَاقُوتِ","NOM VRB NOM PRT PRT VRB NOM NOM PRT NOM PRT+NOM PRT+NOM NOM PRT NOM NOM NOM NOM PRT+NOM"
"يُقَدِّمُ التَّلْفازُ إِشْهارًا لِمَوادَّ غِذَائِيَّةٍ. . . إلخ» يُقَدِّمُ إِعْلاناً مُشَوِّقاً عَنْها يَجْلُبُ الْمُسْتَهْلِكَ إلى شِرائِه","VRB PROP NOM PRT+NOM NOM PNX PNX PNX NOM PNX VRB NOM NOM PRT+NOM VRB NOM PRT NOM+NOM"
"إِنَّ تَمَاثِيلَ الزَّهْرَةِ لَيْسَتْ عَلَى نَحَافَةٍ وَدِقَّةٍ فِي الْخُصُورِ وَالأَطْرَافِ وَلَكِنَّهَا مِثَالُ الْجِسْمِ الْمَتِينِ الْمَنْسُوقِ","NOM NOM NOM VRB PRT NOM PRT+NOM PRT NOM PRT+NOM PRT+PRT+NOM NOM NOM NOM PROP"
"الأَفْعَى إِذا جَامَعَها الذَّكَرُ واسْمُهُ الأُفْعُوانُ تَحَوَّلَتْ إِلَيْهِ، فَإِنْ ظَفَرَتْ بِهِ أَكَلَتْ رَأْسَهُ مِنْ شِدَّةِ عِشْقِها لَهُ","NOM PRT NOM+NOM NOM PRT+NOM+NOM NOM VRB PRT+NOM PNX PRT+PRT VRB PRT+NOM VRB NOM+NOM PRT NOM NOM+NOM PRT+NOM"
"الْحُرُوفُ الشَّمْسِيَّةُ هِيَ: ت، ث، د، ذ، ر، ز، س، ش، ص، ض، ط، ظ، ل، ن، أَيِ الْحُرُوفُ الَّتِي لاَ تُلْفَظُ قَبْلَهَ","NOM NOM NOM PNX NOM PNX NOM PNX NOM PNX NOM PNX NOM PNX NOM PNX NOM PNX NOM PNX NOM PNX NOM PNX NOM PNX NOM PNX PRT PNX NOM PNX NOM NOM NOM PRT VRB NOM+NOM"
"الحَسُودُ لاَ يَسُودُ","NOM PRT VRB"
"ِصْبِرْ عَلَى مَضَضِ الحَسُودِ فإنَّ صَبْرَكَ قَاتِله. فالنَّارُ تأْكُلُ بَعْضَهَا  إنْ لَمْ تَجِدْ مَا تَأكُل","NOM PRT NOM NOM PRT+PRT NOM+NOM VRB+NOM PNX PRT+NOM VRB PRT+NOM+NOM NOM PRT VRB NOM VRB"
"حُرُوُف التَّوكِيدِ هِي: إنَّ أَنَّ، لامُ الابْتِدَاءِ، لاَمُ القَسَمِ، نُونُ التَّوكِيدِ الخَفِيفَةِ، نُونُ التَّوِكيدِ الثَّقِيلَة","NOM NOM NOM PNX NOM PRT PNX PRT+NOM NOM PNX PRT+NOM NOM PNX NOM NOM NOM PNX NOM NOM NOM"
"مِرْوَحٌ يَدَوِيٌّ رَايَةٌ صَغِيرَةٌ دَائِرِيَّةٌ أَوْ مُرَبَّعَةٌ مِنْ وَرَقٍ أَوْ ثَوْبٍ تُحَرَّكُ بِاليَدِ لاسْتِجْلابِ الْهَوَاءِ فِي وَقْتِ الْحَرّ","PROP NOM NOM NOM NOM+NOM PRT NOM PRT NOM PRT NOM NOM PRT+NOM PRT+NOM NOM PRT NOM NOM"
"حَرَكَةٌ اِنْفِصالِيَّةٌ أَرادَتِ الْمَسَّ بِوَحْدَةِ الوَطَنِ بِالانْفِصالِ عَنْهُ، يَقودُها انْفِصالِيٌّ مُسَخَّرٌ وَراءهُ انْفِصالِيُّونَ","NOM NOM VRB NOM PRT+NOM NOM PRT+NOM PRT+NOM PNX VRB+NOM NOM NOM NOM+NOM NOM"
"لاَ يَبْدُو التَّشَابُهُ بَيْنَ الإِخْوَةِ إِلاَّ بِفِرَاسَةِ الْمُتَأَمِّلِ لِتَقَارُبِ الأَصْلِ وَفُرُوعِهِ وَتَبَاعُدِ الفُرُوعِ مُتَفَرِّقَاتٍ","PRT VRB NOM NOM NOM PRT PRT+NOM NOM PRT+NOM NOM PRT+NOM+NOM PRT+NOM NOM NOM"
"مِنْ حُقُوقِ الإنْسَانِ أنْ يَتَمَتَّعَ كُلُّ مَوَاطِنٍ بِحُرِّيَّةِ التَّجَوُّلِ وَحُرِّيَّةِ الرَّأْيِ وَحُرِّيَّةِ الاعْتِقَادِ وَحُرِّيَّةِ التَّعْبِيرِ","PRT NOM NOM PRT VRB NOM NOM PRT+NOM NOM PRT+NOM NOM PRT+NOM NOM PRT+NOM NOM"
"إِنَّ الإنْسَانَ الْمَخْلُوقَ الْمُسَخَّرَ وَالضَّعيفَ الْمُسَيَّرَ لاَ يَلِيقُ بِهِ إِلاَّ التَّذَلُّلُ وَلاَ يَجُوزُ لَهُ إِلاَّ التَّوَاضُعُ","NOM NOM NOM NOM PRT+NOM NOM PRT VRB PRT+NOM PRT NOM PRT+PRT VRB PRT+NOM PRT NOM"
"لَوْ كَانَ الْمُقَامِرُ يَحْزَنُ عَلَى مِقْدَارِ مَا أَضَاعَهُ لَمَا عَادَ امْرُؤٌ قَطُّ إِلَى الْمُقَامَرَةِ بَعْدَ الخَسَارَةِ الأُولَى","PRT VRB NOM VRB PRT NOM NOM NOM PRT+NOM VRB VRB NOM PRT NOM NOM NOM NOM"
"ذَهَبَتْ يَوْماً إِلَى كُرْسِيِّ الِاعْتِرَافِ تَسْتَغْفِرُ الكَاهِنَ عَنْ مُخَالَفَةِ وَصِيَّةٍ مِنَ الوَصَايَا العَشْرِ الَّتِي حَفِظَتْهَا","VRB NOM PRT NOM NOM VRB NOM PRT NOM NOM PRT NOM NOM NOM VRB+NOM"
"قُلْ لَوْ كانَ البَحْرُ مِداداً لِكَلِمات رَبِّي لَنَفِدَ البَحْرُ قَبْلَ أنْ تَنْفَدَ كَلِماتُ رَبِّي وَلَوْ جِئْنا بِمِثْلِهِ مَدَدا","VRB PRT VRB NOM NOM PRT+NOM NOM+NOM PRT+VRB NOM NOM PRT VRB NOM NOM+NOM PRT+PRT VRB PRT+NOM+NOM VRB"
"الْحَبَّةُ الْمَدْفُونَةُ فِي الأَرْضِ تَطْلُعُ فَوْقَ الأَرْضِ بِمَعُونَةِ الْمَاءِ الَّذِي يُذْهِبُ عَنْهَا أَذَى اليُبْسِ وَالْمَوْتِ","NOM NOM PRT NOM VRB NOM NOM PRT+NOM NOM NOM VRB PRT+NOM NOM NOM PRT+NOM"
"فَإِذَا اسْتَفَزَّتْهَا امْرَأَةٌ وَعَارَكَتْهَا انْقَلَبَتْ إِلَى قِطَّةٍ مُتَنَمِّرَةٍ، سِلاَحُهَا أَظَافِرُهَا وَأَسْنَانُهَا وَلِسَانُهَا","PRT+PRT VRB+NOM NOM PRT+VRB+NOM VRB PRT NOM+NOM PROP PNX NOM+NOM NOM+NOM PRT+NOM+NOM PRT+NOM+NOM"
"كَانَ فِي الْحَجِّ مَوَاقِفُ اهْتَزَّ لَهَا قَلْبِي وَأَرْوَعُهَا عَلَى مَا أَذْكُرُ مُشَاهَدَةُ الكَعْبَةِ وَطَوَافُ النَّاسِ حَوْلَهَا","VRB PRT NOM NOM VRB PRT+NOM NOM+NOM PRT+NOM+NOM PRT NOM VRB NOM PROP PRT+NOM NOM NOM+NOM"
"لَمْ يَقْتَنِعْ يَوْماً بِالأَوَامِرِ الصَّارِمَةِ الَّتِي يُلاحِقُهُ بِهَا لِلْحَيْلُولَةِ بَيْنَهُ وَبَيْنَ مَا تَصْبُو إلَيْهِ نَفْسُهُ","PRT VRB NOM PRT+NOM NOM NOM VRB+NOM PRT+NOM PRT+NOM NOM+NOM PRT+NOM NOM VRB PRT+NOM NOM+NOM"
"ما» النَّافِيَةِ تَدْخُلُ على الجُمْلَةِ الاسْمِيَّةِ وَتَعْمَلُ عَمَلَ أَخَواتِ لَيْسَ، أَيْ تَرْفَعُ الْمُبْتَدَأَ وَتَنْصِبُ الخَبَر","NOM PNX PROP NOM PRT NOM NOM PRT+VRB NOM NOM VRB PNX NOM VRB NOM PRT+VRB PROP"
"هُوَ مِن أَفضَلِهِمْ جَمِيعاً». و. فِي كُلِّ حَرْفٍ أَوِ اسْمٍ يَبْتَدِئُ بِهَمْزَةٍ مَا عَدَا الذِي سَيُذْكَرُ فِي هَمْزَةِ الوَصْل","NOM PRT VRB+NOM NOM PNX PNX PRT PNX PRT NOM NOM PRT NOM VRB PRT+NOM+NOM NOM VRB NOM PRT+VRB PRT VRB+NOM NOM"
"اِسْتَعَرْنَا مِنْ حِكَايَاتِ الأَهْلِ عَنِ العِفْرِيتِ مَعَالِمَ الشَّخْصِيَّةِ الَّتِي سَتَقُضُّ مَضَاجِعَنَا فِي لَيَالِي الشِّتَاءِ","VRB PRT NOM NOM PRT NOM NOM NOM NOM PRT+VRB NOM+NOM PRT NOM NOM"
"لِيُخَلِّصُوا النَّاسَ مِنَ الآرَاءِ الفَاسِدَةِ الَّتِي تَضُرُّ النُّفُوسَ، وَالعَقَائِدَ الْخَبِيثَةَ الَّتِي تَضُرُّ أَصْحَابَهَا","PRT+VRB NOM PRT NOM NOM NOM VRB NOM PNX PRT+NOM NOM NOM VRB NOM+NOM"
"يَتَكَوَّنُ الْمَنْزِلُ مِنْ أَرْبَعِ غُرَفٍ: غُرْفَةُ النَّوْمِ، وَغُرْفَةُ الطَّعَامِ، وَغُرْفَةُ الاسْتِقْبَالِ، وَغُرْفَةُ الأَوْلاَدِ","VRB NOM PRT PROP NOM PNX NOM NOM PNX PRT+NOM NOM PNX PRT+NOM NOM PNX PRT+NOM NOM"
"إِلَى مَتَى يَجِبُ أَنْ تَبْقَى عَوَاطِفُكَ وَمَوَاقِفُكَ طَيَّ الكِتْمَانِ» اِسْتَعِينُوا عَلَى قَضَاءِ حَوَائِجِكُمْ بِالكِتْمَان","PRT NOM VRB PRT VRB NOM+NOM PRT+NOM+NOM NOM NOM PNX PROP PRT NOM NOM+NOM PRT+NOM"
"دَائِرَةُ الانْقِلابِ الصَّيْفِيِّ» وَتُسَمَّى أَيْضاً دَائِرَةَ السَّرَطَانِ، وَتَقُومُ فِي نِصْفِ الكُرَةِ الشَّمَالِيِّ فِي نح","NOM NOM NOM PNX PRT+VRB-PASS NOM NOM NOM PNX PRT+VRB PRT NOM NOM NOM PRT VRB"
"الْعَيْبُ فِي الرَّجُلِ الْمَذْكُورِ مَذْكُورٌ» هَلْ أَتَى عَلَى الإِنْسَانِ حِينٌ مِنَ الدَّهْرِ لَمْ يَكُنْ شَيْئاً مَذْكُورا","NOM PRT NOM NOM NOM PNX PRT VRB PRT NOM NOM PRT NOM PRT VRB NOM NOM"
"لاَقَيْتُ مِنْهُ عِنْدَ الاعْتِقَالِ مِنْ أَشْجَانٍ وَأَنْكَادٍ تَأَثَّرَ مِنْهَا القَلْبُ وَإِنْ لَمْ تَتَأَثَّرْ بِهَا الأَجْسَادُ ","VRB PRT+NOM NOM NOM PRT NOM PRT+NOM NOM PRT+NOM NOM PRT+PRT PRT VRB PRT+NOM NOM"
"يَبُولُ فِي الفِرَاشِ كَمَا أَبُولُ فِي هَذِهِ المِبْوَلَةِ الآنَ وَكَمَا يَبُولُ جَمِيعُ النَّاسِ فِي جَمِيعِ الْمَبَاوِلِ","VRB PRT NOM PRT VRB PRT NOM NOM NOM PRT+PRT VRB NOM NOM PRT NOM NOM"
"يُحَاكِي جَمِيعَ مَا يَسْمَعُهُ مِنْ أَصْوَاتِ الطَّيْرِ وَأَنْوَاعِ سَائِرِ الْحَيَوَانِ مُحَاكَاةً شَدِيدَةً لِقُوَّةِ انْفِعَالِهِ","VRB-PASS NOM NOM VRB+NOM PRT NOM NOM PRT+NOM NOM NOM NOM NOM PRT+NOM NOM+NOM"
"حَرِيصٌ عَلَى احْتِرَامِ القَانُونِ» لَقَدْ جَاءكُمْ رَسُولٌ مِنْ أنْفُسِكُمْ عَزِيزٌ عَلَيْهِ مَا عَنِتُّمْ، حَرِيصٌ عَلَيْكُم","NOM PRT NOM NOM PNX PRT+PRT VRB+NOM NOM PRT NOM+NOM PROP PRT+NOM NOM VRB PNX NOM PRT+NOM"
"رَأَيْتُ فِي مَدِينَتِنَا نُوراً إِلاَهِيّاً لاَ يَعْرِفُهُ إِلاَّ العَابِدُ الْمُتَبَتِّلُ الَّذِي يَهَبُ حَيَاتَهُ إِلَى الله","VRB PRT NOM+NOM PROP NOM PRT VRB+NOM PRT PROP NOM NOM VRB NOM+NOM PRT PROP"
"سَواءٌ عَلَيَّ أَدَخَلْتَ أَمْ خَرَجْتَ». وَإِذَا كان بَعْدَها فِعْلانِ بِغَيْرِ هَمْزَةِ التَّسْوِيَةِ عُطِفَ الثّانِي بِـ أَ","NOM PRT VRB PRT VRB PNX PNX PRT+PRT VRB NOM+NOM PRT+NOM PRT+NOM VRB+NOM NOM NOM NOM NOM NOM"
"فَمَنْ مَنَّ عَلَيْهِ خَالِقُهُ بِالعَقْلِ وَأَعَانَ عَلَى نَفْسِهِ بِالْمُثَابَرَةِ عَلَى الأَدَبِ وَالحِرْصِ عَلَيْهِ سَعِدَ حَظُّهُ","PRT+PRT PRT PRT+NOM NOM+NOM PRT+NOM PRT+VRB PRT NOM+NOM PRT+NOM PRT NOM PRT+NOM PRT+NOM PROP NOM+NOM"
"كَيْفَ أَصْبَحْتَ ». هـ. اسْمُ شَرْطٍ مَبْنِيٌّ، غَيْرُ جَازِمٍ يَقْتَرِنُ بِفِعْلَيْنِ مُضَارِعَيْنِ مُتَوَافِقَيْنِ لَفْظاً وَمَعْنى","NOM VRB PNX PNX NOM PNX NOM NOM NOM PNX NOM NOM VRB PROP NOM PROP VRB PRT+NOM"
"وَصَفَ لَهُ جَمِيعَ مَا وَرَدَ فِي الشَّرِيعَةِ مِنْ وَصْفِ العَالَمِ الإِلَهِيِّ وَالجَنَّةِ وَالنَّارِ وَالحَشْرِ وَالحِسَابِ","VRB PRT+NOM NOM NOM PRT+VRB PRT NOM PRT VRB NOM NOM PRT+NOM PRT+NOM PRT+NOM PRT+NOM"
"وَلاَ يَكُونُ الْمَرْءُ نَبِيلاً حَتَّى يَكُونَ نَبِيلَ الرَّأْيِ، نَبِيلَ اللَّفْظِ. . . طَاهِرَ الثَّوْبِ مِنَ الفَحْشَاءِ","PRT+PRT VRB NOM NOM PRT VRB PROP NOM PNX PROP NOM PNX PNX PNX PROP NOM PRT NOM"
"أَزْهَقَ روحَهُ» يَسْأَلونَكَ عَنِ الرُّوحِ، قُلِ الرُّوحُ مِنْ أَمْرِ رَبِّي وَما أُوتِيتُمْ منَ العِلْمِ إِلاَّ قَليلا","VRB NOM+NOM PNX VRB+NOM PRT NOM PNX VRB NOM PRT NOM NOM+NOM PRT+NOM PROP PRT NOM PRT NOM"
"أَغَارَتْ طَائِرَاتُ العَدُوِّ عَلَى مُخَيَّمَاتِ اللاَّجِئِينَ الفِلَسْطِينِيِّينَ، وَسَقَطَ عَدَدٌ مِنَ القَتْلَى وَالجَرْحَى","VRB NOM NOM PRT NOM NOM NOM PNX PRT+VRB NOM PRT NOM PRT+NOM"
"مَهْمَا تَسْأَلْ لاَ تَنْتَظِرْ جَوَاباً». وَتَكُونُ مَفْعُولاً مُطْلَقاً إِذَا جَاءَ بَعْدَهَا فِعْلاَنِ مِنَ اللَّفْظِ نَفْسِه","NOM VRB PRT VRB NOM PNX PNX PRT+VRB NOM NOM PRT VRB NOM+NOM PRT+NOM PRT NOM NOM+NOM"
