92,0.0,"لجنتي الدفاع الوطني و الصحة","المجرور المضاف الموصوف و الموصوف","ANN20020115.0040:6",7,11
92,0.0,"لجنتي الدفاع الوطني و الصحة","المجرور المضاف الموصوف و الموصوف","ANN20020115.0043:20",7,11
92,0.0,"تحول الحكومات العربية الى المرونة","المجرور المضاف الموصوف الى الموصوف","ANN20020115.0078:7",73,77
92,1.0,"مجلس النواب و اللجان المختصة","المجرور المضاف و الموصوف الموصوف","ANN20020115.0093:7",6,10
92,1.0,"أعوام الخبرة و المستوى الجامعي","المجرور المضاف و الموصوف الموصوف","ANN20020115.0100:16",4,8
92,1.0,"حركة السيولة و النشاط الاقتصادي","المجرور المضاف و الموصوف الموصوف","UMAAH_UM.ARB_20010721-e.0023:2",57,61
91,1.0,"الذكرى العاشرة ل لاجتياح العراقي","المجرور الموصوف ل الموصوف الموصوف","20000715_AFP_ARB.0011:7",9,13
91,0.0,"المشروع التاسيسي ل لوحدة الافريقية","مجرور الموصوف ل الموصوف الموصوف","20000715_AFP_ARB.0059:1",26,30
91,0.0,"المعاهدة التاسيسية ل لاتحاد الافريقي","مجرور الموصوف ل الموصوف الموصوف","20000715_AFP_ARB.0059:6",20,24
91,1.0,"القصف الجوي ل اهداف مدنية","المجرور الموصوف ل الموصوف الموصوف","ANN20020115.0005:11",6,10
91,1.0,"الامين العام ل لامم المتحدة","المجرور الموصوف ل الموصوف الموصوف","ANN20020115.0006:10",17,21
91,0.0,"اللجنة الوطنية الدائمة ل لسكان","المجرور الموصوف الموصوف ل الموصوف","ANN20020115.0032:17",14,18
91,1.0,"اللجنة الدولية ل لصليب الاحمر","المجرور الموصوف ل الموصوف الموصوف","ANN20020115.0052:21",17,21
91,1.0,"الانفاق الاستهلاكي ل لاسر الاميركية","المجرور الموصوف ل الموصوف الموصوف","ANN20020115.0071:5",80,84
91,1.0,"منطقة حرة ل لتجارة العربية","المجرور الموصوف ل الموصوف الموصوف","ANN20020115.0075:4",57,61
91,0.0,"تحقيق الافضل ل لدول العربية","مجرور الموصوف ل الموصوف الموصوف","ANN20020115.0075:8",32,36
91,0.0,"ورشة تدريبية ل لأساتذة الثانويين","مجرور الموصوف ل الموصوف الموصوف","ANN20020115.0093:1",2,6
91,1.0,"الاتحاد الوطني ل لجمعيات الاهلية","المجرور الموصوف ل الموصوف الموصوف","ANN20020115.0096:3",4,8
91,0.0,"المنتخب الهولندي ل كرة القدم","المجرور الموصوف ل الموصوف المضاف","ANN20020115.0106:9",11,15
91,1.0,"التوجهات الشمولية ل لحزب الحاكم","المجرور الموصوف ل الموصوف الموصوف","UMAAH_UM.ARB_20020127-a.0001:7",47,51
91,1.0,"استقلالية أكبر ل لبنك المركزي","المجرور الموصوف ل الموصوف الموصوف","UMAAH_UM.ARB_20020127-e.0024:3",75,79
91,1.0,"التقديرات الأولية ل لحكومة الباكستانية","المجرور الموصوف ل الموصوف الموصوف","UMAAH_UM.ARB_20020217-a.0006:3",26,30
90,1.0,"عملية خفض الاسلحة الاستراتيجية الهجومية","المجرور المضاف المضاف الموصوف الموصوف","ANN20020115.0007:17",23,27
90,1.0,"اطار المنطقة التجارية الكبرى العربية","المجرور المضاف الموصوف الموصوف الموصوف","ANN20020115.0044:4",126,130
90,1.0,"رئيس المجلس الاسلامي الشيعي الاعلى","المجرور المضاف الموصوف الموصوف الموصوف","ANN20020115.0044:19",3,7
90,1.0,"وضع مشروع نظام الصندوق التعاوني","المجرور المضاف المضاف المضاف الموصوف","ANN20020115.0056:8",31,35
90,1.0,"حضرة قاضي التحقيق العسكري الاول","المجرور المضاف المضاف الموصوف الموصوف","ANN20020115.0086:5",20,24
89,1.0,"التعليم العالي و البحث العلمي","المجرور الموصوف و الموصوف الموصوف","ANN20020115.0004:23",3,7
89,1.0,"الحكومة الكولومبية و الثوار الماركسيين","المجرور الموصوف و الموصوف الموصوف","ANN20020115.0010:2",9,13
89,1.0,"التعليم العالي و البحث العلمي","المجرور الموصوف و الموصوف الموصوف","ANN20020115.0014:10",30,34
89,1.0,"حكم الاول و تشتيت الثانية","المجرور الموصوف و الموصوف الموصوف","ANN20020115.0022:11",18,22
89,1.0,"المصالح المستقلة و المؤسسات العامة","المجرور الموصوف و الموصوف الموصوف","ANN20020115.0032:2",35,39
89,1.0,"المصالح المستقلة و المؤسسات العامة","المجرور الموصوف و الموصوف الموصوف","ANN20020115.0032:29",11,15
89,1.0,"الولايات المتحدة و الشعوب العربية","المجرور الموصوف و الموصوف الموصوف","UMAAH_UM.ARB_20020120-a.0006:6",54,58
89,1.0,"الأمم المتحدة و القانون الدولي","المجرور الموصوف و الموصوف الموصوف","UMAAH_UM.ARB_20020120-a.0006:8",11,15
88,1.0,"اعمال الدول المحبة ل لسلام","المجرور المضاف الموصوف ل مجرور","ANN20020115.0003:10",43,47
88,1.0,"اعمال الدول المحبة ل لسلام","المجرور المضاف الموصوف ل مجرور","ANN20020115.0011:4",43,47
88,1.0,"تأمين المال اللازم ل لفيول","المجرور المضاف الموصوف ل مجرور","ANN20020115.0019:6",39,43
88,1.0,"الزيت المستخدم في محرك السيارة","المجرور الموصوف في مجرور المضاف","ANN20020115.0070:14",8,12
88,1.0,"نظام الحكم القائم في البلاد","المجرور المضاف الموصوف في مجرور","UMAAH_UM.ARB_20020113-a.0010:1",56,60
87,0.97,"اعضاء الوفود الثلاثة في القمة","المجرور المضاف الموصوف في الموصوف","20000715_AFP_ARB.0051:6",19,23
87,0.58,"ايقاع البلاد في أزمة كهرباء","المجرور المضاف في الموصوف المضاف","ANN20020115.0019:13",51,55
87,0.97,"اشغال البنى التحتية في المدينة","المجرور المضاف الموصوف في الموصوف","ANN20020115.0056:16",5,9
87,0.61,"استبدال انواع البنزين في السيارة","المجرور المضاف المضاف في الموصوف","ANN20020115.0070:4",11,15
87,1.0,"حالة الركود في النشاط الاقتصادي","المجرور المضاف في الموصوف الموصوف","UMAAH_UM.ARB_20010721-e.0023:2",24,28
87,1.0,"مشاركة المرأة في المجتمع السعودي","المجرور المضاف في الموصوف الموصوف","UMAAH_UM.ARB_20020120-a.0002:6",49,53
87,1.0,"خبراء الاجتماع في المنطقة الخليجية","المجرور المضاف في الموصوف الموصوف","UMAAH_UM.ARB_20020120-a.0002:7",4,8
87,0.58,"توحيد الجزيرة في ظل فيديرالية","المجرور المضاف في الموصوف المضاف","UMAAH_UM.ARB_20020120-a.0005:6",55,59
87,1.0,"أنصار المنظمة في العالم العربي","المجرور المضاف في الموصوف الموصوف","UMAAH_UM.ARB_20020120-a.0006:11",45,49
87,0.97,"مستقبل المجموعة الاقتصادية في البلاد","المجرور المضاف الموصوف في الموصوف","UMAAH_UM.ARB_20020127-e.0024:1",52,56
87,1.0,"الأعضاء الدائمين في مجلس الأمن","المجرور الموصوف في الموصوف المضاف","UMAAH_UM.ARB_20020210-a.0018:6",48,52
86,1.0,"انتقال اكثر من نجم شبابي","المجرور الموصوف من مجرور الموصوف","20000715_AFP_ARB.0016:12",3,7
86,0.82,"شاليهات مجهزة ب حمامات بخار","المجرور الموصوف ب مجرور المضاف","20000715_AFP_ARB.0030:9",5,9
86,1.0,"بيان صادر عن القضاء الايراني","المجرور الموصوف عن مجرور الموصوف","20000715_AFP_ARB.0042:6",49,53
86,0.77,"المتهمين الموضوعين في الاقامة الجبرية","المجرور الموصوف في مجرور الموصوف","ANN20020115.0007:20",20,24
86,0.88,"مشاورات عادية مع المسؤولين الصينيين","المجرور الموصوف مع المجرور الموصوف","ANN20020115.0011:8",24,28
86,1.0,"التحديات الآتية من المنافسة الاوروبية","المجرور الموصوف من مجرور الموصوف","ANN20020115.0044:4",120,124
86,1.0,"تعليمات صادرة من القيادة القطرية","المجرور الموصوف من مجرور الموصوف","ANN20020115.0052:6",49,53
86,0.85,"التبادل التجاري بين الدول العربية","المجرور الموصوف بين المجرور الموصوف","ANN20020115.0075:4",18,22
86,0.85,"التعامل التجاري بين الدول العربية","المجرور الموصوف بين المجرور الموصوف","ANN20020115.0075:7",5,9
86,0.94,"التسهيلات الممنوحة الى الدول العربية","المجرور الموصوف الى مجرور الموصوف","ANN20020115.0075:19",5,9
86,0.82,"استقلال مزيف بين اعمدة الجامعة","المجرور الموصوف بين المجرور المضاف","ANN20020115.0103:20",16,20
86,0.82,"الهيبة الضائعة بين أسنان الفقر","المجرور الموصوف بين المجرور المضاف","UMAAH_UM.ARB_20020127-a.0011:4",74,78
86,1.0,"الأزمة المتعلقة ب الوضع الفلسطيني","المجرور الموصوف ب مجرور الموصوف","UMAAH_UM.ARB_20020210-a.0018:4",33,37
85,0.0,""" وضع السوق النفطية """," المجرور المضاف الموصوف ","20000715_AFP_ARB.0009:1",36,40
85,1.0,"قادة "" الثورية المسلحة ""","المجرور المضاف الموصوف ","ANN20020115.0010:7",33,37
85,1.0,""" كتلة القرار الشعبي """," المجرور المضاف الموصوف ","ANN20020115.0043:8",13,17
85,1.0,"اية "" تهديدات "" اخرى","المجرور المضاف الموصوف","ANN20020115.0049:3",61,65
85,1.0,""" مؤسسة الفكر العربي """," المجرور المضاف الموصوف ","ANN20020115.0083:6",12,16
85,1.0,""" هيئة الرقابة الشرعية """," المجرور المضاف الموصوف ","UMAAH_UM.ARB_20020113-a.0004:4",46,50
85,1.0,"جماعة "" الإخوان المسلمين ""","المجرور المضاف الموصوف ","UMAAH_UM.ARB_20020113-a.0010:1",10,14
85,1.0,"مشروع "" العقوبات الذكية ""","المجرور المضاف الموصوف ","UMAAH_UM.ARB_20020210-a.0015:1",8,12
85,0.0,""" حزب الاتحاد الديموقراطي """," المجرور المضاف الموصوف ","UMAAH_UM.ARB_20020217-a.0002:3",21,25
84,1.0,"تنفيذ قرار السلطة السياسية اللبنانية","مجرور المضاف المضاف الموصوف الموصوف","ANN20020115.0015:13",51,55
84,1.0,"حصيلة الموقف الرسمي اللبناني المثلث","مجرور المضاف الموصوف الموصوف الموصوف","ANN20020115.0021:3",24,28
84,1.0,"اتفاق منطقة التجارة الحرة العربية","مجرور المضاف المضاف الموصوف الموصوف","ANN20020115.0044:4",90,94
84,1.0,"موضوع تعيين امين عام اصيل","مجرور المضاف المضاف الموصوف الموصوف","ANN20020115.0044:17",14,18
84,1.0,"ثلثي اجمالي الناتج المحلي الاميركي","مجرور المضاف المضاف الموصوف الموصوف","ANN20020115.0071:5",88,92
84,0.8,"تفكيك اللبنانيين و تفكيك العرب","مجرور المضاف و الموصوف المضاف","UMAAH_UM.ARB_20020127-a.0009:3",7,11
83,1.0,"رؤساء الدول الاعضاء في اوبك","المجرور المضاف المضاف في فلان","20000715_AFP_ARB.0009:3",25,29
83,0.97,"مجمعات كهوف في شرق افغانستان","مجرور المضاف في الموصوف فلان","ANN20020115.0003:1",4,8
83,0.97,"كل التطورات في شمال العراق","مجرور المضاف في الموصوف فلان","ANN20020115.0006:6",18,22
83,1.0,"الدروس العالية في حوزة المرتضى","مجرور الموصوف في الموصوف فلان","ANN20020115.0044:21",26,30
83,1.0,"مبنى السرايا الكبير في بيروت","المجرور المضاف الموصوف في فلان","ANN20020115.0100:9",34,38
83,1.0,"خريجي الجامعة الاميركية في بيروت","المجرور المضاف الموصوف في فلان","ANN20020115.0102:2",9,13
83,1.0,"متحف الجامعة الاميركية في بيروت","المجرور المضاف الموصوف في فلان","ANN20020115.0102:7",5,9
83,1.0,"مبادئ أخرى في شأن الجهاد","مجرور الموصوف في الموصوف فلان","UMAAH_UM.ARB_20020120-a.0018:6",24,28
83,1.0,"الجامع المركزي في مدينة مليلية","المجرور الموصوف في الموصوف فلان","UMAAH_UM.ARB_20020203-a.0011:1",5,9
83,1.0,"الجماعات الكردية في شمال العراق","المجرور الموصوف في الموصوف فلان","UMAAH_UM.ARB_20020210-a.0018:11",33,37
82,1.0,"رئيس الوزراء الاسرائيلي ايهود باراك","المجرور المضاف الموصوف فلان المعرف","20000715_AFP_ARB.0007:1",12,16
82,1.0,"رئيس الوزراء الاسرائيلي ايهود باراك","المجرور المضاف الموصوف فلان المعرف","20000715_AFP_ARB.0012:1",12,16
82,1.0,"مهاجم الفريق الدولي مرزوق العتيبي","المجرور المضاف الموصوف فلان المعرف","20000715_AFP_ARB.0016:10",9,13
82,0.0,"المشروبات الروحية "" دياجيو ""","المجرور الموصوف فلان ","20000715_AFP_ARB.0021:1",46,50
82,0.0,""" الرئيس الراحل حافظ الاسد"," المجرور الموصوف فلان المعرف","20000715_AFP_ARB.0031:2",26,30
82,0.0,"الرئيس السوري الراحل حافظ الاسد","المجرور الموصوف الموصوف فلان المعرف","20000715_AFP_ARB.0036:4",13,17
82,0.0,"برنامج الامم المتحدة ل لعراق","المجرور المضاف الموصوف ل فلان","20000715_AFP_ARB.0037:1",11,15
82,0.0,"وزير الخارجية الحبيب بن يحيى","مجرور الموصوف فلان المعرف المعرف","20000715_AFP_ARB.0045:1",21,25
82,0.0,"الرئيس الجزائري عبد العزيز بوتفليقة","المجرور الموصوف فلان المعرف المعرف","20000715_AFP_ARB.0045:1",29,33
82,0.0,"الجيش الشعبي ل تحرير السودان","المجرور الموصوف ل الموصوف فلان","20000715_AFP_ARB.0062:4",9,13
82,0.0,"الجيش الشعبي ل تحرير السودان","المجرور الموصوف ل الموصوف فلان","20000715_AFP_ARB.0062:8",29,33
82,1.0,"وزير الدفاع الاسرائيلي افراييم سنيه","المجرور المضاف الموصوف فلان المعرف","20000715_AFP_ARB.0072:9",4,8
82,0.0,"النائب الاوروبي جان شارل مارشياني","المجرور الموصوف فلان المعرف المعرف","ANN20020115.0004:34",19,23
82,1.0,"رئيس الوزراء السابق نواز شريف","المجرور المضاف الموصوف فلان المعرف","ANN20020115.0015:2",13,17
82,0.0,"الموفد الاميركي ( زيني )","المجرور الموصوف فلان ","ANN20020115.0026:14",15,19
82,0.0,"افكار الاستخبارات الاسرائيلية ، الموساد","المجرور المضاف الموصوف فلان","ANN20020115.0026:15",11,15
82,0.0,"رئيس مجلس النواب نبيه بري","مجرور المضاف المضاف فلان المعرف","ANN20020115.0043:2",9,13
82,0.0,"رئيس البلدية الاب جوزف القزي","المجرور المضاف منصوبا فلان المعرف","ANN20020115.0044:14",29,33
82,0.0,"انارة شارعي الاستقلال و الجزائر","المجرور المضاف المضاف و فلان","ANN20020115.0061:23",24,28
82,0.0,"خط الائتمان الجديد ل فرنسبنك","المجرور المضاف الموصوف ل فلان","ANN20020115.0075:9",37,41
82,0.0,"رئيس مجلس النواب نبيه بري","مجرور المضاف المضاف فلان المعرف","ANN20020115.0080:8",6,10
82,0.0,"النقيب الشهيد مصطفى علي حسن","المجرور الموصوف فلان المعرف المعرف","ANN20020115.0089:7",21,25
82,0.0,"نجمة كرة المضرب كيم كلايسترز","مجرور المضاف المضاف فلان المعرف","ANN20020115.0106:2",20,24
82,0.0,"كشف تفاصيل العقد مع بيانكي","مجرور المضاف المضاف مع فلان","ANN20020115.0106:16",7,11
82,0.0,"رئيس المجلس النيابي نبيه بري","مجرور المضاف الموصوف فلان المعرف","UMAAH_UM.ARB_20020120-a.0004:2",14,18
82,0.0,"أي ضربات عسكرية ل لصومال","مجرور المضاف الموصوف ل فلان","UMAAH_UM.ARB_20020120-a.0009:6",8,12
82,1.0,"وزير التعاون الدولي أحمد الدرش","المجرور المضاف الموصوف فلان المعرف","UMAAH_UM.ARB_20020127-e.0024:2",69,73
81,1.0,"القمة و المقاومة و الارهاب","المجرور و الموصوف و الموصوف","ANN20020115.0021:12",23,27
81,1.0,"التأكيد و الحسم و الجزم","المجرور و الموصوف و الموصوف","ANN20020115.0023:14",3,7
81,1.0,"البلدين و الشعبين و القيادتين","المجرور و الموصوف و الموصوف","ANN20020115.0035:15",28,32
81,1.0,"الانسان و الحق و العدالة","المجرور و الموصوف و الموصوف","ANN20020115.0035:19",31,35
81,0.0,"الاغاثة و الخدمات الانسانية الاخرى","المجرور و الموصوف الموصوف الموصوف","ANN20020115.0042:19",58,62
81,1.0,"تجرّد و امانة و اخلاص","المجرور و الموصوف و الموصوف","ANN20020115.0056:4",25,29
81,1.0,"الولادة و الزواج و الوفاة","المجرور و الموصوف و الموصوف","ANN20020115.0056:10",40,44
81,1.0,"الحكومة و المؤسسات و الافراد","المجرور و الموصوف و الموصوف","ANN20020115.0067:10",22,26
81,1.0,"الموظفين و الجمعيات و العاملين","المجرور و الموصوف و الموصوف","ANN20020115.0096:4",27,31
81,1.0,"القطع و الجلد و الرجم","المجرور و الموصوف و الموصوف","UMAAH_UM.ARB_20020113-a.0001:5",54,58
81,1.0,"موارد و برامج و أداء","المجرور و الموصوف و الموصوف","UMAAH_UM.ARB_20020120-e.0005:2",22,26
81,1.0,"الموازين و المفاهيم و التصنيفات","المجرور و الموصوف و الموصوف","UMAAH_UM.ARB_20020127-a.0011:3",81,85
81,1.0,"المال و النفط و الإعلام","المجرور و الموصوف و الموصوف","UMAAH_UM.ARB_20020217-a.0017:4",45,49
80,1.0,"قيادة "" القوات اللبنانية ""","مجرور المضاف الموصوف ","ANN20020115.0040:3",28,32
80,1.0,"قيادة "" القوات اللبنانية ""","مجرور المضاف الموصوف ","ANN20020115.0043:17",28,32
80,1.0,"اعضاء "" الجبهة اللبنانية ""","مجرور المضاف الموصوف ","ANN20020115.0086:2",14,18
80,1.0,"برنامج "" الحلقة الاضعف ""","مجرور المضاف الموصوف ","ANN20020115.0095:3",4,8
80,1.0,""" محطة المطار السري """," مجرور المضاف الموصوف ","UMAAH_UM.ARB_20020120-a.0021:3",55,59
79,1.0,"و الرئيس الفلسطيني ياسر عرفات","و مجرور الموصوف فلان المعرف","20000715_AFP_ARB.0047:1",23,27
79,1.0,"و الرئيس الفلسطيني ياسر عرفات","و مجرور الموصوف فلان المعرف","20000715_AFP_ARB.0051:1",23,27
79,0.96,"و الارجنتيني ماريانو بويرتا الثامن","و مجرور فلان المعرف الموصوف","20000715_AFP_ARB.0064:1",18,22
79,1.0,"و رئيس الوزراء رفيق الحريري","و مجرور المضاف فلان المعرف","ANN20020115.0015:14",38,42
79,1.0,"و وزير الخارجية عبد الستار","و مجرور الموصوف فلان المعرف","ANN20020115.0029:25",22,26
79,1.0,"و وزير الخارجية محمود حمود","و مجرور الموصوف فلان المعرف","ANN20020115.0043:1",27,31
79,1.0,"و مفرزة استقصاء جبل لبنان","و مجرور المضاف فلان المعرف","ANN20020115.0089:1",26,30
78,1.0,"و وقفة جماهير الامة العربية","و مجرور المضاف المضاف الموصوف","20000715_AFP_ARB.0039:4",32,36
78,1.0,"و إيجاد فرص عمل جديدة","و مجرور المضاف المضاف الموصوف","ANN20020115.0013:24",18,22
78,0.0,"و عدم اكتمال اعمال المتعهد","و مجرور المضاف المضاف المضاف","ANN20020115.0056:13",39,43
78,0.0,"و اخراج قيد صاحب العلاقة","و مجرور المضاف المضاف المضاف","ANN20020115.0056:19",17,21
78,1.0,"و زعيم حزب الحركة القومية","و مجرور المضاف المضاف الموصوف","UMAAH_UM.ARB_20020120-a.0005:5",7,11
78,1.0,"و لعب دور الراعي العادل","و مجرور المضاف المضاف الموصوف","UMAAH_UM.ARB_20020120-a.0006:12",43,47
78,1.0,"و استهداف مدارس العلوم الشرعية","و مجرور المضاف المضاف الموصوف","UMAAH_UM.ARB_20020127-a.0002:4",56,60
77,0.0,"و احد المدعوين الى الحفل","و مجرور المضاف الى الموصوف","20000715_AFP_ARB.0006:4",18,22
77,0.0,"و عدم الخضوع ل لضغوط","و مجرور المضاف ل الموصوف","20000715_AFP_ARB.0013:2",13,17
77,0.0,"و الديموقراطية و حقوق الانسان","و مجرور و الموصوف المضاف","ANN20020115.0026:18",16,20
77,1.0,"و وقف العنف و الحرب","و مجرور المضاف و الموصوف","ANN20020115.0040:22",6,10
77,0.0,"و حال الناس و الخدمات","و مجرور المضاف و الموصوف","ANN20020115.0043:9",38,42
77,1.0,"و رؤساء بلديات و مخاتير","و مجرور المضاف و الموصوف","ANN20020115.0044:12",13,17
77,1.0,"و اهل الاختصاص و المسؤولين","و مجرور المضاف و الموصوف","ANN20020115.0056:7",8,12
77,0.0,"و الوفاة و ضمان الشيخوخة","و مجرور و الموصوف المضاف","ANN20020115.0056:8",52,56
77,0.0,"و المصارف و شركات التأمين","و مجرور و الموصوف المضاف","ANN20020115.0071:17",11,15
77,0.0,"و ايصال المشكلة الى الصحافة","و مجرور المضاف الى الموصوف","ANN20020115.0103:21",14,18
77,0.0,"و أخذ الناس ب الشبهات","و مجرور المضاف ب الموصوف","UMAAH_UM.ARB_20020127-a.0002:4",28,32
77,1.0,"و أوراق المال و الاستثمار","و مجرور المضاف و الموصوف","UMAAH_UM.ARB_20020127-e.0024:3",16,20
77,1.0,"و وسائل الاتصالات و المواصلات","و مجرور المضاف و الموصوف","UMAAH_UM.ARB_20020210-a.0010:2",70,74
76,1.0,"و الاوقاف و المقدسات الاسلامية","و مجرور و الموصوف الموصوف","ANN20020115.0004:29",5,9
76,1.0,"و المحسوبية و الاعتبارات الشخصية","و مجرور و الموصوف الموصوف","ANN20020115.0014:6",58,62
76,1.0,"و المحسوبيات و الوصايات العليا","و مجرور و الموصوف الموصوف","ANN20020115.0019:9",25,29
76,1.0,"و الشعارات و العواطف الغامضة","و مجرور و الموصوف الموصوف","ANN20020115.0049:8",159,163
76,1.0,"و العرب و جنسيات مختلفة","و مجرور و الموصوف الموصوف","ANN20020115.0052:6",36,40
76,0.0,"و التموين و التعاون الدولي","و مجرور و الموصوف الموصوف","UMAAH_UM.ARB_20020127-e.0024:2",60,64
75,1.0,"اسهم "" جنرال ميلز ""","المجرور فلان المعرف ","20000715_AFP_ARB.0021:3",43,47
75,1.0,"صحيفة "" فاينانشال تايمز ""","المجرور فلان المعرف ","20000715_AFP_ARB.0021:4",38,42
75,1.0,"ادارة "" جنرال ميلز ""","المجرور فلان المعرف ","20000715_AFP_ARB.0021:4",50,54
75,0.0,"دير مار جرجس - عوكر","المجرور فلان المعرف المعرف","ANN20020115.0086:5",82,86
75,1.0,"المستشفى ( اوتيل ديو )","المجرور فلان المعرف ","ANN20020115.0089:15",31,35
75,1.0,"دورات "" الغران شيليم ""","المجرور فلان المعرف ","ANN20020115.0110:1",14,18
75,1.0,"مصرف "" مصر اكستريور ""","المجرور فلان المعرف ","UMAAH_UM.ARB_20010721-e.0018:1",34,38
75,0.0,"اسم "" ندا ماناجيمنت ""","مجرور فلان المعرف ","UMAAH_UM.ARB_20020113-a.0004:5",59,63
75,1.0,"قيادة "" حزب الله ""","المجرور فلان المعرف ","UMAAH_UM.ARB_20020127-a.0007:3",18,22
75,1.0,"تنظيم "" حزب الله ""","المجرور فلان المعرف ","UMAAH_UM.ARB_20020127-a.0007:3",65,69
75,0.0,"نشاطات "" حزب الله ""","مجرور فلان المعرف ","UMAAH_UM.ARB_20020127-a.0008:2",74,78
75,1.0,"سلاح "" حزب الله ""","المجرور فلان المعرف ","UMAAH_UM.ARB_20020127-a.0011:8",41,45
74,0.0,"ل سقوط خط توتر عالي","ل مجرور المضاف المضاف الموصوف","20000715_AFP_ARB.0050:5",39,43
74,0.0,"ل هامش تدخل المصرف المركزي","ل مجرور المضاف المضاف الموصوف","ANN20020115.0071:4",24,28
74,0.0,"ل برنامج تمويل التجارة العربية","ل مجرور المضاف المضاف الموصوف","ANN20020115.0075:6",57,61
74,1.0,"ل بناء سوق اقتصادية قوية","ل مجرور المضاف الموصوف الموصوف","ANN20020115.0078:7",26,30
74,0.0,"ل محكمة استئناف لبنان الجنوبي","ل مجرور المضاف فلان الموصوف","ANN20020115.0086:9",30,34
74,1.0,"ل اتخاذ الاجراءات القانونية اللازمة","ل مجرور المضاف الموصوف الموصوف","ANN20020115.0089:7",47,51
74,1.0,"ل اتخاذ الاجراءات القانونية اللازمة","ل مجرور المضاف الموصوف الموصوف","ANN20020115.0089:10",38,42
74,1.0,"ل مشكلة القانون المالي الجديد","ل مجرور المضاف الموصوف الموصوف","ANN20020115.0103:20",28,32
74,1.0,"ل انعدام الوزن العربي دولياً","ل مجرور المضاف الموصوف الموصوف","UMAAH_UM.ARB_20020113-a.0002:5",20,24
74,1.0,"ل بناء مجتمع سليم متكامل","ل مجرور المضاف الموصوف الموصوف","UMAAH_UM.ARB_20020120-a.0002:7",36,40
73,0.85,"ل لحريات و حقوق الانسان","ل مجرور و الموصوف المضاف","ANN20020115.0058:12",16,20
73,1.0,"ل استعادة الوعي و اليقظة","ل مجرور المضاف و الموصوف","ANN20020115.0065:16",20,24
73,1.0,"ل عمليات التصدير و الاستيراد","ل مجرور المضاف و الموصوف","ANN20020115.0075:4",40,44
73,1.0,"ل تطوير القرى و الأحياء","ل مجرور المضاف و الموصوف","ANN20020115.0078:5",81,85
73,0.85,"ل لمدنيين و أساتذة الجامعات","ل مجرور و الموصوف المضاف","UMAAH_UM.ARB_20020120-a.0007:2",8,12
73,1.0,"ل أعمال الإرهاب و العنف","ل مجرور المضاف و الموصوف","UMAAH_UM.ARB_20020120-a.0007:4",47,51
73,1.0,"ل اتهام الدين ب الإرهاب","ل مجرور المضاف ب الموصوف","UMAAH_UM.ARB_20020127-a.0002:4",94,98
72,0.99,"ل مكافحة الارهاب في العالم","ل مجرور المضاف في الموصوف","ANN20020115.0001:2",27,31
72,1.0,"ل لصيادين في المياه العكرة","ل مجرور في الموصوف الموصوف","ANN20020115.0061:21",6,10
72,1.0,"ل متابعة النظر في الدعوى","ل مجرور المضاف في الموصوف","ANN20020115.0086:3",18,22
72,1.0,"ل لعقلية الرأسمالية في التنافس","ل مجرور الموصوف في الموصوف","ANN20020115.0095:7",48,52
72,1.0,"ل نظام الحكم في البلاد","ل مجرور المضاف في الموصوف","UMAAH_UM.ARB_20020113-a.0010:4",60,64
